序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1924,603060,国检集团,10.66,0.0,0.0,17233.0,18420195.0,2.06,10.85,10.63,10.66,10.66,0.93,0.21,152.19,4.97,8554990086.0,8554990086.0,0.09,0.0,2.9,-8.26
1925,603036,如通股份,,,,,,,,,,11.65,,0.0,33.95,1.98,2399970191.0,2399970191.0,,,6.88,13.88
1926,603028,赛福天,11.55,0.0,0.0,34999.0,40465471.0,2.08,11.69,11.45,11.5,11.55,0.74,1.22,53.76,4.51,3315312000.0,3315312000.0,-0.17,-0.09,0.09,25.14
1927,601933,永辉超市,3.15,0.0,0.0,220243.0,69522620.0,1.27,3.18,3.14,3.15,3.15,0.96,0.24,38.24,3.75,28586366528.0,28586366528.0,0.0,0.0,-0.63,-13.7
1928,601921,浙版传媒,7.86,0.0,0.0,74251.0,58526074.0,1.27,7.94,7.84,7.88,7.86,0.92,1.76,12.07,1.38,17466666673.0,3318664621.0,-0.13,-0.25,-10.99,11.49
1929,601881,中国银河,10.83,0.0,0.0,283709.0,308463681.0,1.66,10.98,10.8,10.92,10.83,0.79,0.41,11.57,1.24,114280023096.0,74306659520.0,-0.09,0.0,-5.58,19.54
1930,601801,皖新传媒,7.07,0.0,0.0,133160.0,94548458.0,2.83,7.23,7.03,7.07,7.07,1.01,0.67,9.71,1.22,14063677491.0,14063677491.0,0.14,0.14,-19.66,40.56
1931,601778,晶科科技,3.7,0.0,0.0,308795.0,114920399.0,1.89,3.76,3.69,3.7,3.7,0.91,0.86,47.99,0.88,13212517335.0,13212517335.0,-0.27,0.0,-24.64,-32.6
1932,601558,退市锐电,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1933,601368,绿城水务,5.14,0.0,0.0,34641.0,17810971.0,1.17,5.17,5.11,5.12,5.14,0.91,0.39,63.77,0.98,4538481616.0,4538481616.0,0.19,0.39,-4.46,-1.15
1934,601339,百隆东方,5.63,0.0,0.0,38943.0,21842674.0,1.95,5.65,5.54,5.63,5.63,1.26,0.26,15.46,0.85,8445000000.0,8445000000.0,0.36,0.36,0.54,8.27
1935,601328,交通银行,5.77,0.0,0.0,630806.0,364857023.0,1.04,5.82,5.76,5.8,5.77,0.9,0.16,4.65,0.49,428495932742.0,226477485367.0,0.0,0.0,6.65,32.04
1936,601299,中国北车,,,,,,,,,,29.98,,0.0,,,,,,,0.0,0.0
1937,601279,英利汽车,5.9,0.0,0.0,75337.0,44306382.0,1.86,5.93,5.82,5.91,5.9,1.24,3.85,109.9,2.37,8816093626.0,1153097092.0,0.17,0.17,3.69,17.53
1938,601268,*ST二重,,,,,,,,,,2.35,,0.0,,,,,,,0.0,0.0
1939,601258,*ST庞大,,,,,,,,,,0.4,,0.0,,,,,,,0.0,-63.64
